	maxpool_N	maxpool_H	maxpool_W	maxpool_C	maxpool_ksizeH	maxpool_ksizeW	maxpool_zPadHLeft	maxpool_zPadHRight	maxpool_zPadWLeft	maxpool_zPadWRight	maxpool_strideH	maxpool_strideW	maxpool_N1	maxpool_imgH	maxpool_imgW	maxpool_C1	time_cost
383	1.0	53.0	53.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	54.0	54.0	3.0	655.0
384	1.0	26.0	26.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	53.0	53.0	3.0	912.0
385	1.0	25.0	25.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	26.0	26.0	3.0	332.0
386	1.0	12.0	12.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	25.0	25.0	3.0	232.0
387	1.0	5.0	5.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	12.0	12.0	3.0	544.0
388	1.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	5.0	3.0	534.0
389	1.0	1.0	1.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	3.0	528.0
390	1.0	112.0	112.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	224.0	224.0	3.0	1515.0
391	1.0	56.0	56.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	112.0	112.0	3.0	612.0
392	1.0	54.0	54.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	56.0	56.0	3.0	2677.0
393	1.0	53.0	53.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	54.0	54.0	3.0	631.0
394	1.0	26.0	26.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	53.0	53.0	3.0	920.0
395	1.0	25.0	25.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	26.0	26.0	3.0	325.0
396	1.0	12.0	12.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	25.0	25.0	3.0	236.0
397	1.0	5.0	5.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	12.0	12.0	3.0	543.0
398	1.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	5.0	3.0	531.0
399	1.0	1.0	1.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	3.0	526.0
400	1.0	112.0	112.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	224.0	224.0	3.0	1594.0
