	BN2_C	BN2_H	BN2_W	time_cost
103	1024.0	14.0	14.0	1226.0
104	1024.0	14.0	14.0	1089.0
105	1024.0	14.0	14.0	1158.0
106	1024.0	14.0	14.0	1215.0
107	1024.0	14.0	14.0	1092.0
108	1024.0	14.0	14.0	1201.0
109	2048.0	7.0	7.0	600.0
110	2048.0	7.0	7.0	566.0
111	7.0	7.0	2048.0	598.0
112	512.0	28.0	28.0	2561.0
113	128.0	28.0	28.0	615.0
114	512.0	28.0	28.0	2437.0
115	512.0	28.0	28.0	2360.0
116	512.0	28.0	28.0	2328.0
117	1024.0	14.0	14.0	1137.0
118	1024.0	14.0	14.0	1149.0
119	1024.0	14.0	14.0	1222.0
120	1024.0	14.0	14.0	1180.0
121	1024.0	14.0	14.0	1183.0
122	1024.0	14.0	14.0	1199.0
123	2048.0	7.0	7.0	617.0
124	2048.0	7.0	7.0	605.0
125	7.0	7.0	2048.0	582.0
126	512.0	28.0	28.0	2343.0
127	128.0	28.0	28.0	585.0
128	512.0	28.0	28.0	2381.0
129	512.0	28.0	28.0	2352.0
130	512.0	28.0	28.0	2294.0
131	1024.0	14.0	14.0	1207.0
132	1024.0	14.0	14.0	1163.0
133	1024.0	14.0	14.0	1212.0
134	1024.0	14.0	14.0	1199.0
135	1024.0	14.0	14.0	1138.0
136	1024.0	14.0	14.0	1179.0
137	2048.0	7.0	7.0	594.0
138	2048.0	7.0	7.0	579.0
139	7.0	7.0	2048.0	596.0
140	64.0	56.0	56.0	1138.0
141	96.0	56.0	56.0	1715.0
142	128.0	56.0	56.0	2244.0
143	160.0	56.0	56.0	2854.0
144	192.0	56.0	56.0	3358.0
145	224.0	56.0	56.0	3959.0
146	256.0	56.0	56.0	4473.0
147	128.0	28.0	28.0	557.0
148	160.0	28.0	28.0	677.0
149	192.0	28.0	28.0	823.0
150	224.0	28.0	28.0	991.0
151	128.0	28.0	28.0	567.0
152	256.0	28.0	28.0	1106.0
153	288.0	28.0	28.0	1265.0
154	320.0	28.0	28.0	1471.0
155	352.0	28.0	28.0	1481.0
156	384.0	28.0	28.0	1607.0
157	416.0	28.0	28.0	1800.0
158	448.0	28.0	28.0	1938.0
159	480.0	28.0	28.0	2075.0
160	512.0	28.0	28.0	2225.0
