	BN2_C	BN2_H	BN2_W	time_cost
722	352.0	28.0	28.0	1173.0
723	384.0	28.0	28.0	1305.0
724	416.0	28.0	28.0	1470.0
725	448.0	28.0	28.0	1492.0
726	480.0	28.0	28.0	1685.0
727	512.0	28.0	28.0	1786.0
728	256.0	14.0	14.0	224.0
729	288.0	14.0	14.0	222.0
730	320.0	14.0	14.0	249.0
731	352.0	14.0	14.0	290.0
732	384.0	14.0	14.0	327.0
733	416.0	14.0	14.0	325.0
734	448.0	14.0	14.0	349.0
735	480.0	14.0	14.0	406.0
736	512.0	14.0	14.0	388.0
737	544.0	14.0	14.0	443.0
738	576.0	14.0	14.0	439.0
739	608.0	14.0	14.0	492.0
740	640.0	14.0	14.0	537.0
741	672.0	14.0	14.0	582.0
742	704.0	14.0	14.0	610.0
743	736.0	14.0	14.0	635.0
744	768.0	14.0	14.0	649.0
745	800.0	14.0	14.0	709.0
746	832.0	14.0	14.0	698.0
747	864.0	14.0	14.0	725.0
748	896.0	14.0	14.0	779.0
749	928.0	14.0	14.0	774.0
750	960.0	14.0	14.0	788.0
751	992.0	14.0	14.0	819.0
752	1024.0	14.0	14.0	866.0
753	512.0	7.0	7.0	142.0
754	544.0	7.0	7.0	121.0
755	576.0	7.0	7.0	142.0
756	608.0	7.0	7.0	155.0
757	640.0	7.0	7.0	154.0
758	672.0	7.0	7.0	168.0
759	704.0	7.0	7.0	165.0
760	736.0	7.0	7.0	166.0
761	768.0	7.0	7.0	175.0
762	800.0	7.0	7.0	180.0
763	832.0	7.0	7.0	178.0
764	864.0	7.0	7.0	194.0
765	896.0	7.0	7.0	192.0
766	928.0	7.0	7.0	199.0
767	960.0	7.0	7.0	215.0
768	992.0	7.0	7.0	203.0
769	7.0	7.0	1024.0	218.0
