	maxpool_N	maxpool_H	maxpool_W	maxpool_C	maxpool_ksizeH	maxpool_ksizeW	maxpool_zPadHLeft	maxpool_zPadHRight	maxpool_zPadWLeft	maxpool_zPadWRight	maxpool_strideH	maxpool_strideW	maxpool_N1	maxpool_imgH	maxpool_imgW	maxpool_C1	time_cost
125	1.0	13.0	13.0	256.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	27.0	27.0	256.0	4403.0
126	1.0	56.0	56.0	64.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	113.0	113.0	64.0	23815.0
127	1.0	27.0	27.0	128.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	56.0	56.0	128.0	11862.0
128	1.0	13.0	13.0	256.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	27.0	27.0	256.0	4274.0
129	1.0	56.0	56.0	64.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	113.0	113.0	64.0	23778.0
130	1.0	27.0	27.0	128.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	56.0	56.0	128.0	11638.0
131	1.0	13.0	13.0	256.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	27.0	27.0	256.0	4359.0
132	1.0	56.0	56.0	64.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	113.0	113.0	64.0	23646.0
133	1.0	27.0	27.0	128.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	56.0	56.0	128.0	11337.0
134	1.0	13.0	13.0	256.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	27.0	27.0	256.0	4427.0
135	1.0	56.0	56.0	64.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	113.0	113.0	64.0	23662.0
136	1.0	27.0	27.0	128.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	56.0	56.0	128.0	11876.0
137	1.0	13.0	13.0	256.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	27.0	27.0	256.0	4448.0
138	1.0	56.0	56.0	64.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	113.0	113.0	64.0	23292.0
139	1.0	27.0	27.0	128.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	56.0	56.0	128.0	11251.0
