maxpool_N,maxpool_H,maxpool_W,maxpool_C,maxpool_ksizeH,maxpool_ksizeW,maxpool_zPadHLeft,maxpool_zPadHRight,maxpool_zPadWLeft,maxpool_zPadWRight,maxpool_strideH,maxpool_strideW,maxpool_N1,maxpool_imgH,maxpool_imgW,maxpool_C1,time_cost_list,max_time_cost_difference
1.0,56.0,56.0,64.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,113.0,113.0,64.0,"[8229.0, 7961.0, 7801.0, 7952.0, 8426.0, 7994.0, 7996.0, 7966.0, 7837.0, 8078.0, 8183.0, 8161.0, 7813.0, 7767.0, 8092.0]",659.0
1.0,56.0,56.0,64.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,112.0,112.0,64.0,"[8157.0, 8185.0, 8426.0, 8216.0, 8476.0, 7807.0, 8054.0, 8096.0, 8188.0, 8297.0, 8402.0, 8522.0, 8037.0, 8374.0, 7990.0, 8149.0, 8013.0, 7652.0, 8017.0, 7858.0, 8093.0, 7826.0, 8295.0, 7836.0, 7810.0, 8183.0, 7938.0, 8069.0, 8577.0, 8204.0]",925.0
1.0,106.0,106.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,108.0,108.0,3.0,"[3169.0, 3018.0, 3074.0, 2874.0, 2865.0, 2666.0, 3154.0, 3047.0, 3078.0, 3160.0, 3115.0, 2641.0, 3048.0, 3151.0, 3117.0]",528.0
1.0,106.0,106.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,106.0,106.0,3.0,"[932.0, 907.0, 865.0, 890.0, 793.0, 827.0, 850.0, 898.0, 965.0, 895.0, 830.0, 838.0, 879.0, 869.0, 879.0]",172.0
1.0,108.0,108.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,110.0,110.0,3.0,"[3063.0, 3052.0, 3142.0, 2667.0, 2731.0, 2785.0, 3099.0, 3080.0, 3166.0, 3139.0, 3228.0, 2666.0, 3148.0, 3117.0, 3146.0]",562.0
1.0,110.0,110.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,220.0,220.0,3.0,"[409.0, 403.0, 369.0, 391.0, 410.0, 356.0, 364.0, 379.0, 360.0, 379.0, 412.0, 391.0, 367.0, 385.0, 408.0]",56.0
1.0,110.0,110.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,112.0,112.0,3.0,"[822.0, 828.0, 909.0, 883.0, 874.0, 929.0, 955.0, 923.0, 1004.0, 905.0, 918.0, 961.0, 933.0, 853.0, 903.0]",182.0
1.0,110.0,110.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,222.0,222.0,3.0,"[938.0, 880.0, 891.0, 991.0, 975.0, 899.0, 949.0, 924.0, 946.0, 1014.0, 943.0, 861.0, 967.0, 982.0, 930.0]",153.0
1.0,110.0,110.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,220.0,220.0,16.0,"[2257.0, 2400.0, 2559.0, 2403.0, 2492.0, 2256.0, 2481.0, 2513.0, 2433.0, 2325.0, 2437.0, 2293.0, 2486.0, 2281.0, 2311.0]",303.0
1.0,111.0,111.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,224.0,224.0,3.0,"[905.0, 940.0, 953.0, 885.0, 969.0, 963.0, 953.0, 1059.0, 975.0, 910.0, 944.0, 969.0, 912.0, 973.0, 921.0]",174.0
1.0,111.0,111.0,16.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,222.0,222.0,16.0,"[11594.0, 11374.0, 11457.0, 11646.0, 11683.0, 11681.0, 11344.0, 11366.0, 11722.0, 11292.0, 11492.0, 11361.0, 11721.0, 11685.0, 11523.0]",430.0
1.0,112.0,112.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,224.0,224.0,3.0,"[434.0, 477.0, 455.0, 415.0, 432.0, 444.0, 421.0, 473.0, 428.0, 431.0, 413.0, 441.0, 528.0, 428.0, 422.0, 420.0, 423.0, 431.0, 451.0, 458.0, 434.0, 398.0, 432.0, 453.0, 478.0, 390.0, 434.0, 404.0, 412.0, 423.0, 466.0, 429.0, 429.0, 426.0, 531.0, 446.0, 451.0, 460.0, 425.0, 456.0, 459.0, 451.0, 449.0, 456.0, 422.0]",141.0
1.0,112.0,112.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,112.0,112.0,3.0,"[385.0, 365.0, 361.0, 357.0, 376.0, 388.0, 390.0, 424.0, 417.0, 416.0, 402.0, 372.0, 379.0, 381.0, 424.0]",67.0
1.0,112.0,112.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,223.0,223.0,3.0,"[331.0, 367.0, 404.0, 396.0, 446.0, 402.0, 389.0, 460.0, 433.0, 339.0, 445.0, 384.0, 419.0, 363.0, 420.0]",129.0
1.0,112.0,112.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,224.0,224.0,3.0,"[953.0, 972.0, 988.0, 998.0, 1058.0, 990.0, 1029.0, 1065.0, 1030.0, 1041.0, 1104.0, 968.0, 1001.0, 988.0, 1016.0]",151.0
1.0,123.0,124.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,124.0,127.0,1.0,"[369.0, 392.0, 357.0, 414.0, 381.0, 397.0, 368.0, 406.0, 399.0, 347.0, 409.0, 376.0, 358.0, 403.0, 347.0]",67.0
1.0,124.0,127.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,128.0,128.0,1.0,"[560.0, 646.0, 508.0, 546.0, 555.0, 468.0, 481.0, 507.0, 567.0, 564.0, 544.0, 587.0, 531.0, 581.0, 493.0]",178.0
1.0,220.0,220.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,222.0,222.0,3.0,"[5686.0, 5652.0, 5263.0, 5430.0, 5410.0, 5420.0, 5715.0, 5705.0, 5289.0, 5554.0, 5579.0, 5590.0, 5395.0, 5570.0, 5415.0]",452.0
1.0,222.0,222.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,224.0,224.0,3.0,"[7289.0, 7789.0, 7517.0, 7513.0, 7817.0, 7156.0, 7381.0, 7484.0, 7894.0, 7833.0, 7710.0, 7105.0, 7472.0, 6931.0, 7771.0, 5831.0, 5495.0, 5732.0, 5853.0, 5783.0, 5613.0, 5511.0, 5437.0, 5847.0, 5290.0, 5751.0, 5979.0, 5856.0, 5752.0, 5843.0]",2604.0
1.0,222.0,222.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,224.0,224.0,16.0,"[40331.0, 39386.0, 40068.0, 39864.0, 40714.0, 39934.0, 41179.0, 41078.0, 40043.0, 40201.0, 40069.0, 40088.0, 39586.0, 39763.0, 40580.0]",1793.0
1.0,223.0,223.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,224.0,224.0,3.0,"[1497.0, 1487.0, 1503.0, 1541.0, 1453.0, 1390.0, 1378.0, 1643.0, 1386.0, 1551.0, 1379.0, 1420.0, 1401.0, 1435.0, 1437.0]",265.0
1.0,223.0,223.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,223.0,223.0,3.0,"[7317.0, 7884.0, 7450.0, 7922.0, 7404.0, 7465.0, 7731.0, 7787.0, 7709.0, 7765.0, 7676.0, 7759.0, 7901.0, 7919.0, 7928.0]",611.0
1.0,224.0,224.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,224.0,224.0,3.0,"[1456.0, 1454.0, 1508.0, 1562.0, 1436.0, 1644.0, 1438.0, 1606.0, 1486.0, 1486.0, 1585.0, 1543.0, 1534.0, 1540.0, 1585.0, 1560.0, 1505.0, 1584.0, 1433.0, 1444.0, 1538.0, 1394.0, 1611.0, 1491.0, 1509.0, 1535.0, 1598.0, 1581.0, 1547.0, 1443.0]",250.0
