	conv_N	conv_H	conv_W	conv_CI	conv_FH	conv_FW	conv_CO	conv_zPadHLeft	conv_zPadHRight	conv_zPadWLeft	conv_zPadWRight	conv_strideH	conv_strideW	time_cost
822	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	2087.0
823	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2394.0
824	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2507.0
825	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	1953.0
826	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2364.0
827	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2572.0
828	1.0	56.0	56.0	256.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	11492.0
829	1.0	56.0	56.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3003.0
830	1.0	58.0	58.0	128.0	3.0	3.0	128.0	0.0	0.0	0.0	0.0	2.0	2.0	6911.0
831	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6514.0
832	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5506.0
833	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2117.0
834	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6422.0
835	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5572.0
836	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2121.0
837	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6315.0
838	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5534.0
839	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2127.0
840	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6311.0
841	1.0	28.0	28.0	512.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	2.0	2.0	11956.0
842	1.0	28.0	28.0	512.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	10525.0
843	1.0	30.0	30.0	256.0	3.0	3.0	256.0	0.0	0.0	0.0	0.0	2.0	2.0	6961.0
844	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6903.0
845	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5546.0
846	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2318.0
847	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6978.0
848	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5610.0
849	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2275.0
850	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6917.0
851	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5584.0
852	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2289.0
853	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6946.0
854	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5683.0
855	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2257.0
856	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6894.0
857	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5595.0
858	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2244.0
859	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6880.0
860	1.0	14.0	14.0	1024.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	2.0	2.0	14541.0
861	1.0	14.0	14.0	1024.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	10953.0
862	1.0	16.0	16.0	512.0	3.0	3.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	7926.0
863	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9106.0
864	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	5975.0
865	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3845.0
866	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9219.0
867	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6062.0
868	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3860.0
869	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9335.0
870	1.0	224.0	224.0	3.0	7.0	7.0	64.0	3.0	2.0	3.0	2.0	2.0	2.0	4404.0
871	1.0	56.0	56.0	64.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1424.0
872	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2502.0
873	1.0	56.0	56.0	96.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1644.0
874	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2489.0
875	1.0	56.0	56.0	128.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1981.0
876	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2484.0
877	1.0	56.0	56.0	160.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2256.0
878	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2465.0
879	1.0	56.0	56.0	192.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2494.0
880	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2489.0
881	1.0	56.0	56.0	224.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2781.0
882	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2543.0
883	1.0	56.0	56.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2929.0
884	1.0	28.0	28.0	128.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1726.0
885	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	716.0
886	1.0	28.0	28.0	160.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2017.0
887	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	721.0
888	1.0	28.0	28.0	192.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2352.0
889	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	694.0
890	1.0	28.0	28.0	224.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2665.0
891	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	722.0
892	1.0	28.0	28.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2895.0
893	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	718.0
894	1.0	28.0	28.0	288.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3286.0
895	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	686.0
896	1.0	28.0	28.0	320.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3664.0
897	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	723.0
898	1.0	28.0	28.0	352.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3931.0
899	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	692.0
900	1.0	28.0	28.0	384.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	4251.0
901	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	722.0
902	1.0	28.0	28.0	416.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	4649.0
903	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	678.0
904	1.0	28.0	28.0	448.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	4887.0
905	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	711.0
906	1.0	28.0	28.0	480.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5215.0
907	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	717.0
908	1.0	28.0	28.0	512.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	10624.0
909	1.0	14.0	14.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	961.0
910	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	258.0
911	1.0	14.0	14.0	288.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1067.0
912	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	238.0
913	1.0	14.0	14.0	320.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1083.0
914	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	232.0
915	1.0	14.0	14.0	352.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1219.0
916	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	252.0
917	1.0	14.0	14.0	384.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1275.0
918	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	244.0
919	1.0	14.0	14.0	416.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1324.0
920	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	228.0
921	1.0	14.0	14.0	448.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1420.0
922	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	227.0
923	1.0	14.0	14.0	480.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1469.0
924	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	252.0
925	1.0	14.0	14.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1598.0
926	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	254.0
927	1.0	14.0	14.0	544.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1681.0
928	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	251.0
929	1.0	14.0	14.0	576.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1730.0
930	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	231.0
931	1.0	14.0	14.0	608.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1861.0
932	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	234.0
933	1.0	14.0	14.0	640.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1880.0
934	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	232.0
935	1.0	14.0	14.0	672.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1970.0
936	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	234.0
937	1.0	14.0	14.0	704.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2101.0
938	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	251.0
939	1.0	14.0	14.0	736.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2113.0
940	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	259.0
941	1.0	14.0	14.0	768.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2238.0
942	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	238.0
943	1.0	14.0	14.0	800.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2306.0
944	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	234.0
945	1.0	14.0	14.0	832.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2413.0
946	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	256.0
947	1.0	14.0	14.0	864.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2483.0
948	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	248.0
949	1.0	14.0	14.0	896.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2519.0
950	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	232.0
951	1.0	14.0	14.0	928.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2597.0
952	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	254.0
953	1.0	14.0	14.0	960.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2621.0
954	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	233.0
955	1.0	14.0	14.0	992.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2754.0
956	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	248.0
957	1.0	14.0	14.0	1024.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	11146.0
958	1.0	7.0	7.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	617.0
959	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	141.0
960	1.0	7.0	7.0	544.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	627.0
961	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	125.0
962	1.0	7.0	7.0	576.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	625.0
963	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	146.0
964	1.0	7.0	7.0	608.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	673.0
965	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	137.0
966	1.0	7.0	7.0	640.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	675.0
967	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	150.0
968	1.0	7.0	7.0	672.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	735.0
969	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	158.0
970	1.0	7.0	7.0	704.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	738.0
971	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	129.0
972	1.0	7.0	7.0	736.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	721.0
973	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	135.0
974	1.0	7.0	7.0	768.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	779.0
975	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	133.0
976	1.0	7.0	7.0	800.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	826.0
977	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	131.0
978	1.0	7.0	7.0	832.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	861.0
979	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	151.0
980	1.0	7.0	7.0	864.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	843.0
981	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	152.0
982	1.0	7.0	7.0	896.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	884.0
983	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	156.0
984	1.0	7.0	7.0	928.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	884.0
985	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	143.0
986	1.0	7.0	7.0	960.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	891.0
987	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	150.0
988	1.0	7.0	7.0	992.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	913.0
989	1.0	7.0	7.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	148.0
990	1.0	1.0	1.0	1024.0	1.0	1.0	1000.0	0.0	0.0	0.0	0.0	1.0	1.0	2289.0
991	1.0	224.0	224.0	3.0	7.0	7.0	64.0	3.0	2.0	3.0	2.0	2.0	2.0	4518.0
992	1.0	56.0	56.0	64.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1440.0
993	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2446.0
994	1.0	56.0	56.0	96.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1655.0
995	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2403.0
996	1.0	56.0	56.0	128.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1905.0
997	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2480.0
998	1.0	56.0	56.0	160.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2087.0
999	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2370.0
1000	1.0	56.0	56.0	192.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2618.0
1001	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2385.0
1002	1.0	56.0	56.0	224.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2745.0
1003	1.0	56.0	56.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	2451.0
1004	1.0	56.0	56.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2822.0
1005	1.0	28.0	28.0	128.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1635.0
1006	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	698.0
1007	1.0	28.0	28.0	160.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1994.0
1008	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	687.0
1009	1.0	28.0	28.0	192.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2332.0
1010	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	640.0
1011	1.0	28.0	28.0	224.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2639.0
1012	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	667.0
1013	1.0	28.0	28.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2916.0
1014	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	690.0
1015	1.0	28.0	28.0	288.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3276.0
1016	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	686.0
1017	1.0	28.0	28.0	320.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3621.0
1018	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	639.0
1019	1.0	28.0	28.0	352.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3904.0
1020	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	698.0
1021	1.0	28.0	28.0	384.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	4164.0
1022	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	706.0
1023	1.0	28.0	28.0	416.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	4478.0
1024	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	702.0
1025	1.0	28.0	28.0	448.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	4894.0
1026	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	698.0
1027	1.0	28.0	28.0	480.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5204.0
1028	1.0	28.0	28.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	693.0
1029	1.0	28.0	28.0	512.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	10353.0
1030	1.0	14.0	14.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	924.0
1031	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	250.0
1032	1.0	14.0	14.0	288.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1035.0
1033	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	263.0
1034	1.0	14.0	14.0	320.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1101.0
1035	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	260.0
1036	1.0	14.0	14.0	352.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1195.0
1037	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	231.0
1038	1.0	14.0	14.0	384.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1279.0
1039	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	251.0
1040	1.0	14.0	14.0	416.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1310.0
1041	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	234.0
1042	1.0	14.0	14.0	448.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1434.0
1043	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	275.0
1044	1.0	14.0	14.0	480.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1495.0
1045	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	243.0
1046	1.0	14.0	14.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1578.0
1047	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	241.0
1048	1.0	14.0	14.0	544.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1679.0
1049	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	224.0
1050	1.0	14.0	14.0	576.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1720.0
1051	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	211.0
1052	1.0	14.0	14.0	608.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1842.0
1053	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	236.0
1054	1.0	14.0	14.0	640.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1845.0
1055	1.0	14.0	14.0	128.0	3.0	3.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	250.0
1056	1.0	14.0	14.0	672.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	1956.0
