	conv_N	conv_H	conv_W	conv_CI	conv_FH	conv_FW	conv_CO	conv_zPadHLeft	conv_zPadHRight	conv_zPadWLeft	conv_zPadWRight	conv_strideH	conv_strideW	time_cost
0	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	68.0
1	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	132.0
2	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	65.0
3	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	80.0
4	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	70.0
5	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	62.0
6	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	66.0
7	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	81.0
8	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	67.0
9	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	84.0
10	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	67.0
11	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	76.0
12	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	64.0
13	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	82.0
14	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	66.0
15	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	80.0
16	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	69.0
17	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	83.0
18	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	70.0
19	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	86.0
20	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	66.0
21	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	85.0
22	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	69.0
23	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	86.0
24	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	71.0
25	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	85.0
26	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	67.0
27	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	83.0
28	1.0	28.0	28.0	1.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	65.0
29	1.0	12.0	12.0	20.0	5.0	5.0	20.0	0.0	0.0	0.0	0.0	1.0	1.0	76.0
30	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	81.0
31	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	107.0
32	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	156.0
33	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	84.0
34	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	118.0
35	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	146.0
36	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	81.0
37	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	101.0
38	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	165.0
39	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	81.0
40	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	94.0
41	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	175.0
42	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	74.0
43	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	77.0
44	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	136.0
45	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	78.0
46	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	76.0
47	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	149.0
48	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	92.0
49	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	97.0
50	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	139.0
51	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	80.0
52	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	100.0
53	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	171.0
54	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	76.0
55	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	112.0
56	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	158.0
57	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	75.0
58	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	82.0
59	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	142.0
60	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	72.0
61	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	84.0
62	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	145.0
63	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	88.0
64	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	101.0
65	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	165.0
66	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	116.0
67	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	80.0
68	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	134.0
69	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	104.0
70	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	109.0
71	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	143.0
72	1.0	28.0	28.0	1.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	82.0
73	1.0	12.0	12.0	25.0	5.0	5.0	25.0	0.0	0.0	0.0	0.0	1.0	1.0	94.0
74	1.0	4.0	4.0	25.0	2.0	2.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	162.0
75	1.0	230.0	230.0	3.0	7.0	7.0	64.0	0.0	0.0	0.0	0.0	2.0	2.0	4489.0
76	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2030.0
77	1.0	56.0	56.0	64.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	871.0
78	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2455.0
79	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2777.0
80	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	2003.0
81	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2376.0
82	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2386.0
83	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	2029.0
84	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2393.0
85	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2580.0
86	1.0	56.0	56.0	256.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	11701.0
87	1.0	56.0	56.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2973.0
88	1.0	58.0	58.0	128.0	3.0	3.0	128.0	0.0	0.0	0.0	0.0	2.0	2.0	6975.0
89	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6467.0
90	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5535.0
91	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2106.0
92	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6454.0
93	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5603.0
94	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2056.0
95	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6503.0
96	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5589.0
97	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2101.0
98	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6393.0
99	1.0	28.0	28.0	512.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	2.0	2.0	12316.0
100	1.0	28.0	28.0	512.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	10539.0
101	1.0	30.0	30.0	256.0	3.0	3.0	256.0	0.0	0.0	0.0	0.0	2.0	2.0	6888.0
102	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6943.0
103	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5599.0
104	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2255.0
105	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6979.0
106	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5603.0
107	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2324.0
108	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6927.0
109	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5600.0
110	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2354.0
111	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6976.0
112	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5512.0
113	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2295.0
114	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6868.0
115	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5506.0
116	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2315.0
117	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6938.0
118	1.0	14.0	14.0	1024.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	2.0	2.0	14537.0
119	1.0	14.0	14.0	1024.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	10890.0
120	1.0	16.0	16.0	512.0	3.0	3.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	8004.0
121	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9206.0
122	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6035.0
123	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3806.0
124	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9391.0
125	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6208.0
126	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3823.0
127	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9279.0
128	1.0	230.0	230.0	3.0	7.0	7.0	64.0	0.0	0.0	0.0	0.0	2.0	2.0	4533.0
129	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2061.0
130	1.0	56.0	56.0	64.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	778.0
131	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2456.0
132	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2803.0
133	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	1996.0
134	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2336.0
135	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2511.0
136	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	2123.0
137	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2440.0
138	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2676.0
139	1.0	56.0	56.0	256.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	11749.0
140	1.0	56.0	56.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	3079.0
141	1.0	58.0	58.0	128.0	3.0	3.0	128.0	0.0	0.0	0.0	0.0	2.0	2.0	7087.0
142	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6555.0
143	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5571.0
144	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2032.0
145	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6469.0
146	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5616.0
147	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2262.0
148	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6558.0
149	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5476.0
150	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2149.0
151	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6387.0
152	1.0	28.0	28.0	512.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	2.0	2.0	12540.0
153	1.0	28.0	28.0	512.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	10688.0
154	1.0	30.0	30.0	256.0	3.0	3.0	256.0	0.0	0.0	0.0	0.0	2.0	2.0	6919.0
155	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6894.0
156	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5633.0
157	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2357.0
158	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6975.0
159	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5691.0
160	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2291.0
161	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6962.0
162	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5655.0
163	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2285.0
164	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6944.0
165	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5679.0
166	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2313.0
167	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	7037.0
168	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5634.0
169	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2317.0
170	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6926.0
171	1.0	14.0	14.0	1024.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	2.0	2.0	14593.0
172	1.0	14.0	14.0	1024.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	10946.0
173	1.0	16.0	16.0	512.0	3.0	3.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	7860.0
174	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9337.0
175	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6148.0
176	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3930.0
177	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9511.0
178	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6134.0
179	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3982.0
180	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9178.0
181	1.0	230.0	230.0	3.0	7.0	7.0	64.0	0.0	0.0	0.0	0.0	2.0	2.0	4477.0
182	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2071.0
183	1.0	56.0	56.0	64.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	831.0
184	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2469.0
185	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2698.0
186	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	2149.0
187	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2414.0
188	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2414.0
189	1.0	56.0	56.0	256.0	1.0	1.0	64.0	0.0	0.0	0.0	0.0	1.0	1.0	2046.0
190	1.0	56.0	56.0	64.0	3.0	3.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	2376.0
191	1.0	56.0	56.0	64.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	2498.0
192	1.0	56.0	56.0	256.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	11690.0
193	1.0	56.0	56.0	256.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	2990.0
194	1.0	58.0	58.0	128.0	3.0	3.0	128.0	0.0	0.0	0.0	0.0	2.0	2.0	6865.0
195	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6428.0
196	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5569.0
197	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2097.0
198	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6658.0
199	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5588.0
200	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2179.0
201	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6386.0
202	1.0	28.0	28.0	512.0	1.0	1.0	128.0	0.0	0.0	0.0	0.0	1.0	1.0	5490.0
203	1.0	28.0	28.0	128.0	3.0	3.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	2144.0
204	1.0	28.0	28.0	128.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6398.0
205	1.0	28.0	28.0	512.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	2.0	2.0	11929.0
206	1.0	28.0	28.0	512.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	10640.0
207	1.0	30.0	30.0	256.0	3.0	3.0	256.0	0.0	0.0	0.0	0.0	2.0	2.0	6865.0
208	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6889.0
209	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5610.0
210	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2296.0
211	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6886.0
212	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5607.0
213	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2217.0
214	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6885.0
215	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5572.0
216	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2250.0
217	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6945.0
218	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5628.0
219	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2354.0
220	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6916.0
221	1.0	14.0	14.0	1024.0	1.0	1.0	256.0	0.0	0.0	0.0	0.0	1.0	1.0	5699.0
222	1.0	14.0	14.0	256.0	3.0	3.0	256.0	1.0	1.0	1.0	1.0	1.0	1.0	2287.0
223	1.0	14.0	14.0	256.0	1.0	1.0	1024.0	0.0	0.0	0.0	0.0	1.0	1.0	6854.0
224	1.0	14.0	14.0	1024.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	2.0	2.0	14468.0
225	1.0	14.0	14.0	1024.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	10867.0
226	1.0	16.0	16.0	512.0	3.0	3.0	512.0	0.0	0.0	0.0	0.0	2.0	2.0	7799.0
227	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9326.0
228	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6151.0
229	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3751.0
230	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9273.0
231	1.0	7.0	7.0	2048.0	1.0	1.0	512.0	0.0	0.0	0.0	0.0	1.0	1.0	6031.0
232	1.0	7.0	7.0	512.0	3.0	3.0	512.0	1.0	1.0	1.0	1.0	1.0	1.0	3770.0
233	1.0	7.0	7.0	512.0	1.0	1.0	2048.0	0.0	0.0	0.0	0.0	1.0	1.0	9175.0
234	1.0	230.0	230.0	3.0	7.0	7.0	64.0	0.0	0.0	0.0	0.0	2.0	2.0	4449.0
