	BN2_coeff	time_cost
304	112896.0	150.0
305	119168.0	167.0
306	125440.0	180.0
307	131712.0	212.0
308	137984.0	180.0
309	144256.0	191.0
310	150528.0	246.0
311	156800.0	241.0
312	163072.0	222.0
313	169344.0	219.0
314	175616.0	276.0
315	181888.0	293.0
316	188160.0	307.0
317	194432.0	324.0
318	200704.0	299.0
319	25088.0	40.0
320	26656.0	41.0
321	28224.0	43.0
322	29792.0	52.0
323	31360.0	57.0
324	32928.0	59.0
325	34496.0	55.0
326	36064.0	58.0
327	37632.0	61.0
328	39200.0	64.0
329	40768.0	55.0
330	42336.0	71.0
331	43904.0	64.0
332	45472.0	93.0
333	47040.0	78.0
334	48608.0	78.0
335	50176.0	69.0
336	200704.0	329.0
337	301056.0	442.0
338	401408.0	651.0
339	501760.0	693.0
340	602112.0	837.0
341	702464.0	1045.0
342	802816.0	1166.0
343	100352.0	154.0
344	125440.0	177.0
345	150528.0	211.0
346	175616.0	236.0
347	100352.0	160.0
348	200704.0	295.0
349	225792.0	359.0
350	250880.0	399.0
351	275968.0	351.0
352	301056.0	467.0
353	326144.0	447.0
354	351232.0	562.0
355	376320.0	549.0
356	401408.0	562.0
357	50176.0	62.0
358	56448.0	72.0
359	62720.0	77.0
360	68992.0	83.0
361	75264.0	100.0
362	81536.0	112.0
363	87808.0	133.0
364	94080.0	122.0
365	100352.0	152.0
366	106624.0	200.0
367	112896.0	154.0
368	119168.0	177.0
369	125440.0	145.0
370	131712.0	197.0
371	137984.0	180.0
372	144256.0	170.0
373	150528.0	213.0
374	156800.0	193.0
375	163072.0	224.0
376	169344.0	244.0
377	175616.0	213.0
378	181888.0	272.0
379	188160.0	325.0
380	194432.0	272.0
381	200704.0	274.0
382	25088.0	41.0
383	26656.0	46.0
384	28224.0	43.0
385	29792.0	39.0
386	31360.0	49.0
387	32928.0	53.0
388	34496.0	54.0
389	36064.0	66.0
390	37632.0	64.0
391	39200.0	69.0
392	40768.0	65.0
393	42336.0	74.0
394	43904.0	58.0
395	45472.0	74.0
396	47040.0	72.0
397	48608.0	68.0
398	50176.0	77.0
399	200704.0	358.0
400	301056.0	519.0
401	401408.0	603.0
402	501760.0	698.0
403	602112.0	880.0
404	702464.0	1162.0
405	802816.0	1064.0
406	100352.0	147.0
407	125440.0	149.0
408	150528.0	224.0
409	175616.0	255.0
410	100352.0	157.0
411	200704.0	339.0
412	225792.0	364.0
413	250880.0	375.0
414	275968.0	366.0
415	301056.0	434.0
416	326144.0	556.0
417	351232.0	577.0
418	376320.0	550.0
419	401408.0	601.0
420	50176.0	87.0
421	56448.0	78.0
422	62720.0	87.0
423	68992.0	103.0
424	75264.0	105.0
425	81536.0	121.0
426	87808.0	124.0
427	94080.0	121.0
428	100352.0	138.0
429	106624.0	141.0
430	112896.0	154.0
431	119168.0	158.0
432	125440.0	190.0
433	131712.0	166.0
434	137984.0	227.0
435	144256.0	209.0
436	150528.0	223.0
437	156800.0	214.0
438	163072.0	242.0
439	169344.0	197.0
440	175616.0	232.0
441	181888.0	270.0
442	188160.0	331.0
443	194432.0	265.0
444	200704.0	312.0
445	25088.0	39.0
446	26656.0	40.0
447	28224.0	36.0
448	29792.0	46.0
449	31360.0	49.0
450	32928.0	54.0
451	34496.0	49.0
452	36064.0	66.0
453	37632.0	63.0
454	39200.0	53.0
455	40768.0	65.0
456	42336.0	63.0
457	43904.0	64.0
458	45472.0	73.0
459	47040.0	76.0
460	48608.0	79.0
461	50176.0	80.0
462	200704.0	328.0
463	301056.0	493.0
464	401408.0	630.0
465	501760.0	725.0
466	602112.0	797.0
467	702464.0	1017.0
468	802816.0	1200.0
469	100352.0	152.0
470	125440.0	163.0
471	150528.0	212.0
472	175616.0	284.0
473	100352.0	138.0
474	200704.0	368.0
475	225792.0	336.0
476	250880.0	317.0
477	275968.0	485.0
478	301056.0	479.0
479	326144.0	512.0
480	351232.0	554.0
481	376320.0	580.0
482	401408.0	591.0
483	50176.0	81.0
484	56448.0	94.0
485	62720.0	100.0
486	68992.0	94.0
487	75264.0	96.0
488	81536.0	100.0
489	87808.0	119.0
490	94080.0	137.0
491	100352.0	109.0
492	106624.0	145.0
493	112896.0	156.0
494	119168.0	157.0
495	125440.0	187.0
496	131712.0	194.0
497	137984.0	212.0
498	144256.0	202.0
499	150528.0	219.0
500	156800.0	246.0
501	163072.0	195.0
502	169344.0	214.0
503	175616.0	244.0
504	181888.0	266.0
505	188160.0	286.0
506	194432.0	318.0
507	200704.0	282.0
508	25088.0	52.0
509	26656.0	35.0
510	28224.0	39.0
511	29792.0	63.0
512	31360.0	50.0
513	32928.0	51.0
514	34496.0	44.0
515	36064.0	50.0
516	37632.0	67.0
517	39200.0	54.0
518	40768.0	59.0
519	42336.0	65.0
520	43904.0	64.0
521	45472.0	75.0
522	47040.0	70.0
523	48608.0	59.0
524	50176.0	79.0
525	200704.0	292.0
526	301056.0	505.0
527	401408.0	520.0
528	501760.0	762.0
529	602112.0	847.0
530	702464.0	980.0
531	802816.0	1159.0
532	100352.0	171.0
533	125440.0	186.0
534	150528.0	216.0
535	175616.0	326.0
536	100352.0	149.0
537	200704.0	227.0
538	225792.0	376.0
539	250880.0	376.0
540	275968.0	423.0
541	301056.0	471.0
542	326144.0	495.0
543	351232.0	513.0
544	376320.0	587.0
545	401408.0	622.0
546	50176.0	82.0
547	56448.0	84.0
548	62720.0	103.0
549	68992.0	85.0
550	75264.0	105.0
551	81536.0	112.0
552	87808.0	116.0
553	94080.0	135.0
554	100352.0	120.0
555	106624.0	167.0
556	112896.0	160.0
557	119168.0	174.0
558	125440.0	206.0
559	131712.0	176.0
560	137984.0	187.0
561	144256.0	213.0
562	150528.0	221.0
563	156800.0	201.0
564	163072.0	220.0
565	169344.0	267.0
566	175616.0	292.0
567	181888.0	289.0
568	188160.0	270.0
569	194432.0	347.0
570	200704.0	339.0
571	25088.0	51.0
572	26656.0	45.0
573	28224.0	47.0
574	29792.0	54.0
575	31360.0	50.0
576	32928.0	57.0
577	34496.0	59.0
578	36064.0	56.0
579	37632.0	65.0
580	39200.0	86.0
581	40768.0	67.0
582	42336.0	67.0
583	43904.0	84.0
584	45472.0	75.0
585	47040.0	69.0
586	48608.0	80.0
587	50176.0	78.0
588	200704.0	299.0
