	BN2_C	BN2_H	BN2_W	time_cost
1027	992.0	7.0	7.0	74.0
1028	7.0	7.0	1024.0	77.0
1029	64.0	56.0	56.0	317.0
1030	96.0	56.0	56.0	426.0
1031	128.0	56.0	56.0	560.0
1032	160.0	56.0	56.0	667.0
1033	192.0	56.0	56.0	854.0
1034	224.0	56.0	56.0	1009.0
1035	256.0	56.0	56.0	1073.0
1036	128.0	28.0	28.0	134.0
1037	160.0	28.0	28.0	169.0
1038	192.0	28.0	28.0	195.0
1039	224.0	28.0	28.0	333.0
1040	128.0	28.0	28.0	131.0
1041	256.0	28.0	28.0	273.0
1042	288.0	28.0	28.0	380.0
1043	320.0	28.0	28.0	348.0
1044	352.0	28.0	28.0	446.0
1045	384.0	28.0	28.0	361.0
1046	416.0	28.0	28.0	531.0
1047	448.0	28.0	28.0	497.0
1048	480.0	28.0	28.0	501.0
1049	512.0	28.0	28.0	604.0
1050	256.0	14.0	14.0	104.0
1051	288.0	14.0	14.0	74.0
1052	320.0	14.0	14.0	91.0
1053	352.0	14.0	14.0	99.0
1054	384.0	14.0	14.0	111.0
1055	416.0	14.0	14.0	120.0
1056	448.0	14.0	14.0	123.0
1057	480.0	14.0	14.0	134.0
1058	512.0	14.0	14.0	198.0
1059	544.0	14.0	14.0	141.0
1060	576.0	14.0	14.0	137.0
1061	608.0	14.0	14.0	177.0
1062	640.0	14.0	14.0	160.0
1063	672.0	14.0	14.0	182.0
1064	704.0	14.0	14.0	191.0
1065	736.0	14.0	14.0	203.0
1066	768.0	14.0	14.0	222.0
1067	800.0	14.0	14.0	227.0
1068	832.0	14.0	14.0	265.0
1069	864.0	14.0	14.0	233.0
1070	896.0	14.0	14.0	247.0
1071	928.0	14.0	14.0	300.0
1072	960.0	14.0	14.0	320.0
1073	992.0	14.0	14.0	309.0
1074	1024.0	14.0	14.0	276.0
1075	512.0	7.0	7.0	52.0
1076	544.0	7.0	7.0	37.0
1077	576.0	7.0	7.0	37.0
1078	608.0	7.0	7.0	49.0
1079	640.0	7.0	7.0	69.0
1080	672.0	7.0	7.0	59.0
1081	704.0	7.0	7.0	51.0
1082	736.0	7.0	7.0	58.0
1083	768.0	7.0	7.0	63.0
1084	800.0	7.0	7.0	56.0
1085	832.0	7.0	7.0	60.0
1086	864.0	7.0	7.0	66.0
1087	896.0	7.0	7.0	64.0
1088	928.0	7.0	7.0	85.0
1089	960.0	7.0	7.0	73.0
1090	992.0	7.0	7.0	61.0
1091	7.0	7.0	1024.0	75.0
1092	64.0	56.0	56.0	307.0
1093	96.0	56.0	56.0	420.0
1094	128.0	56.0	56.0	590.0
1095	160.0	56.0	56.0	746.0
1096	192.0	56.0	56.0	900.0
1097	224.0	56.0	56.0	1038.0
1098	256.0	56.0	56.0	1036.0
1099	128.0	28.0	28.0	144.0
1100	160.0	28.0	28.0	173.0
1101	192.0	28.0	28.0	178.0
1102	224.0	28.0	28.0	257.0
1103	128.0	28.0	28.0	131.0
1104	256.0	28.0	28.0	297.0
1105	288.0	28.0	28.0	352.0
1106	320.0	28.0	28.0	391.0
1107	352.0	28.0	28.0	457.0
1108	384.0	28.0	28.0	468.0
1109	416.0	28.0	28.0	495.0
1110	448.0	28.0	28.0	552.0
1111	480.0	28.0	28.0	548.0
1112	512.0	28.0	28.0	594.0
1113	256.0	14.0	14.0	64.0
1114	288.0	14.0	14.0	84.0
1115	320.0	14.0	14.0	92.0
1116	352.0	14.0	14.0	102.0
1117	384.0	14.0	14.0	101.0
1118	416.0	14.0	14.0	128.0
1119	448.0	14.0	14.0	120.0
1120	480.0	14.0	14.0	125.0
1121	512.0	14.0	14.0	133.0
1122	544.0	14.0	14.0	150.0
1123	576.0	14.0	14.0	131.0
1124	608.0	14.0	14.0	141.0
1125	640.0	14.0	14.0	221.0
1126	672.0	14.0	14.0	192.0
1127	704.0	14.0	14.0	190.0
1128	736.0	14.0	14.0	181.0
1129	768.0	14.0	14.0	171.0
1130	800.0	14.0	14.0	226.0
1131	832.0	14.0	14.0	234.0
1132	864.0	14.0	14.0	231.0
1133	896.0	14.0	14.0	288.0
1134	928.0	14.0	14.0	301.0
1135	960.0	14.0	14.0	291.0
1136	992.0	14.0	14.0	316.0
1137	1024.0	14.0	14.0	265.0
1138	512.0	7.0	7.0	42.0
1139	544.0	7.0	7.0	40.0
1140	576.0	7.0	7.0	41.0
1141	608.0	7.0	7.0	83.0
1142	640.0	7.0	7.0	74.0
1143	672.0	7.0	7.0	56.0
1144	704.0	7.0	7.0	53.0
1145	736.0	7.0	7.0	63.0
1146	768.0	7.0	7.0	59.0
1147	800.0	7.0	7.0	62.0
1148	832.0	7.0	7.0	74.0
1149	864.0	7.0	7.0	66.0
1150	896.0	7.0	7.0	60.0
1151	928.0	7.0	7.0	73.0
1152	960.0	7.0	7.0	74.0
1153	992.0	7.0	7.0	74.0
1154	7.0	7.0	1024.0	74.0
