	FC_N	FC_CI	FC_CO	time_cost
876	1.0	1024.0	10.0	9.0
877	1.0	576.0	1024.0	64.0
878	1.0	1024.0	10.0	11.0
879	1.0	576.0	1024.0	57.0
880	1.0	1024.0	10.0	9.0
881	1.0	576.0	1024.0	60.0
882	1.0	1024.0	10.0	16.0
883	1.0	576.0	1024.0	54.0
884	1.0	1024.0	10.0	7.0
885	1.0	16384.0	1024.0	2565.0
886	1.0	1024.0	10.0	11.0
887	1.0	16384.0	1024.0	2599.0
888	1.0	1024.0	10.0	12.0
889	1.0	16384.0	1024.0	2259.0
890	1.0	1024.0	10.0	10.0
891	1.0	16384.0	1024.0	2507.0
892	1.0	1024.0	10.0	10.0
893	1.0	16384.0	1024.0	2498.0
894	1.0	1024.0	10.0	10.0
895	1.0	16384.0	1024.0	2631.0
896	1.0	1024.0	10.0	12.0
897	1.0	16384.0	1024.0	2547.0
898	1.0	1024.0	10.0	13.0
899	1.0	16384.0	1024.0	3007.0
900	1.0	1024.0	10.0	10.0
901	1.0	16384.0	1024.0	2542.0
902	1.0	1024.0	10.0	8.0
903	1.0	16384.0	1024.0	2515.0
904	1.0	1024.0	10.0	8.0
905	1.0	16384.0	1024.0	2707.0
906	1.0	1024.0	10.0	9.0
907	1.0	16384.0	1024.0	3309.0
908	1.0	1024.0	10.0	17.0
909	1.0	16384.0	1024.0	2529.0
910	1.0	1024.0	10.0	11.0
911	1.0	16384.0	1024.0	2479.0
912	1.0	1024.0	10.0	6.0
913	1.0	16384.0	1024.0	2549.0
914	1.0	1024.0	10.0	13.0
915	1.0	128.0	1024.0	30.0
916	1.0	1024.0	10.0	9.0
917	1.0	128.0	1024.0	24.0
918	1.0	1024.0	10.0	8.0
919	1.0	128.0	1024.0	25.0
920	1.0	1024.0	10.0	9.0
921	1.0	128.0	1024.0	43.0
922	1.0	1024.0	10.0	9.0
923	1.0	128.0	1024.0	25.0
924	1.0	1024.0	10.0	9.0
925	1.0	128.0	1024.0	28.0
926	1.0	1024.0	10.0	10.0
927	1.0	128.0	1024.0	26.0
928	1.0	1024.0	10.0	8.0
929	1.0	128.0	1024.0	27.0
930	1.0	1024.0	10.0	8.0
931	1.0	128.0	1024.0	23.0
932	1.0	1024.0	10.0	9.0
933	1.0	128.0	1024.0	25.0
934	1.0	1024.0	10.0	7.0
935	1.0	128.0	1024.0	28.0
936	1.0	1024.0	10.0	9.0
937	1.0	128.0	1024.0	34.0
938	1.0	1024.0	10.0	12.0
939	1.0	128.0	1024.0	27.0
940	1.0	1024.0	10.0	8.0
941	1.0	128.0	1024.0	23.0
942	1.0	1024.0	10.0	9.0
943	1.0	128.0	1024.0	27.0
944	1.0	1024.0	10.0	10.0
945	1.0	1152.0	1024.0	97.0
946	1.0	1024.0	10.0	9.0
947	1.0	1152.0	1024.0	97.0
948	1.0	1024.0	10.0	8.0
949	1.0	1152.0	1024.0	134.0
950	1.0	1024.0	10.0	10.0
951	1.0	1152.0	1024.0	90.0
952	1.0	1024.0	10.0	9.0
953	1.0	1152.0	1024.0	85.0
954	1.0	1024.0	10.0	11.0
955	1.0	1152.0	1024.0	89.0
956	1.0	1024.0	10.0	12.0
957	1.0	1152.0	1024.0	95.0
958	1.0	1024.0	10.0	9.0
959	1.0	1152.0	1024.0	133.0
960	1.0	1024.0	10.0	11.0
961	1.0	1152.0	1024.0	90.0
962	1.0	1024.0	10.0	12.0
963	1.0	1152.0	1024.0	91.0
964	1.0	1024.0	10.0	9.0
965	1.0	1152.0	1024.0	106.0
966	1.0	1024.0	10.0	12.0
967	1.0	1152.0	1024.0	104.0
968	1.0	1024.0	10.0	9.0
969	1.0	1152.0	1024.0	108.0
970	1.0	1024.0	10.0	10.0
971	1.0	1152.0	1024.0	121.0
972	1.0	1024.0	10.0	15.0
973	1.0	1152.0	1024.0	89.0
974	1.0	1024.0	10.0	11.0
975	1.0	1152.0	1024.0	113.0
976	1.0	1024.0	10.0	10.0
977	1.0	1152.0	1024.0	120.0
978	1.0	1024.0	10.0	13.0
979	1.0	1152.0	1024.0	85.0
980	1.0	1024.0	10.0	15.0
981	1.0	1152.0	1024.0	95.0
982	1.0	1024.0	10.0	10.0
983	1.0	1152.0	1024.0	86.0
984	1.0	1024.0	10.0	7.0
985	1.0	1152.0	1024.0	107.0
986	1.0	1024.0	10.0	11.0
987	1.0	1152.0	1024.0	92.0
988	1.0	1024.0	10.0	8.0
989	1.0	1152.0	1024.0	84.0
990	1.0	1024.0	10.0	8.0
991	1.0	1152.0	1024.0	105.0
992	1.0	1024.0	10.0	10.0
993	1.0	1152.0	1024.0	118.0
994	1.0	1024.0	10.0	10.0
995	1.0	1152.0	1024.0	97.0
996	1.0	1024.0	10.0	10.0
997	1.0	1152.0	1024.0	89.0
998	1.0	1024.0	10.0	8.0
999	1.0	1152.0	1024.0	98.0
1000	1.0	1024.0	10.0	9.0
1001	1.0	1152.0	1024.0	101.0
1002	1.0	1024.0	10.0	10.0
1003	1.0	1152.0	1024.0	119.0
1004	1.0	1024.0	10.0	11.0
1005	1.0	1024.0	1024.0	103.0
1006	1.0	1024.0	10.0	13.0
1007	1.0	1024.0	1024.0	92.0
1008	1.0	1024.0	10.0	8.0
1009	1.0	1024.0	1024.0	93.0
1010	1.0	1024.0	10.0	13.0
1011	1.0	1024.0	1024.0	123.0
1012	1.0	1024.0	10.0	12.0
1013	1.0	1024.0	1024.0	100.0
1014	1.0	1024.0	10.0	12.0
1015	1.0	1024.0	1024.0	116.0
1016	1.0	1024.0	10.0	12.0
1017	1.0	1024.0	1024.0	116.0
1018	1.0	1024.0	10.0	11.0
1019	1.0	1024.0	1024.0	88.0
1020	1.0	1024.0	10.0	8.0
1021	1.0	1024.0	1024.0	114.0
1022	1.0	1024.0	10.0	12.0
1023	1.0	1024.0	1024.0	99.0
1024	1.0	1024.0	10.0	8.0
1025	1.0	1024.0	1024.0	94.0
1026	1.0	1024.0	10.0	13.0
1027	1.0	1024.0	1024.0	89.0
1028	1.0	1024.0	10.0	12.0
1029	1.0	1024.0	1024.0	110.0
1030	1.0	1024.0	10.0	12.0
1031	1.0	1024.0	1024.0	104.0
1032	1.0	1024.0	10.0	12.0
1033	1.0	1024.0	1024.0	105.0
1034	1.0	1024.0	10.0	12.0
1035	1.0	25088.0	1024.0	1525.0
1036	1.0	1024.0	10.0	11.0
1037	1.0	25088.0	1024.0	1436.0
1038	1.0	1024.0	10.0	14.0
1039	1.0	25088.0	1024.0	1537.0
1040	1.0	1024.0	10.0	10.0
1041	1.0	25088.0	1024.0	1463.0
1042	1.0	1024.0	10.0	9.0
1043	1.0	25088.0	1024.0	1567.0
1044	1.0	1024.0	10.0	9.0
1045	1.0	25088.0	1024.0	1526.0
1046	1.0	1024.0	10.0	12.0
1047	1.0	25088.0	1024.0	1475.0
1048	1.0	1024.0	10.0	9.0
1049	1.0	25088.0	1024.0	1417.0
1050	1.0	1024.0	10.0	11.0
1051	1.0	25088.0	1024.0	1439.0
1052	1.0	1024.0	10.0	12.0
1053	1.0	25088.0	1024.0	1442.0
1054	1.0	1024.0	10.0	8.0
1055	1.0	25088.0	1024.0	1425.0
1056	1.0	1024.0	10.0	9.0
1057	1.0	25088.0	1024.0	1512.0
1058	1.0	1024.0	10.0	12.0
1059	1.0	25088.0	1024.0	1661.0
1060	1.0	1024.0	10.0	14.0
1061	1.0	25088.0	1024.0	1581.0
1062	1.0	1024.0	10.0	14.0
1063	1.0	25088.0	1024.0	1434.0
1064	1.0	1024.0	10.0	8.0
1065	1.0	3.0	1024.0	8.0
1066	1.0	1024.0	10.0	7.0
1067	1.0	3.0	1024.0	7.0
1068	1.0	1024.0	10.0	9.0
1069	1.0	3.0	1024.0	7.0
1070	1.0	1024.0	10.0	7.0
1071	1.0	3.0	1024.0	7.0
1072	1.0	1024.0	10.0	7.0
1073	1.0	3.0	1024.0	6.0
1074	1.0	1024.0	10.0	7.0
1075	1.0	3.0	1024.0	7.0
1076	1.0	1024.0	10.0	8.0
1077	1.0	3.0	1024.0	7.0
1078	1.0	1024.0	10.0	7.0
1079	1.0	3.0	1024.0	7.0
1080	1.0	1024.0	10.0	7.0
1081	1.0	3.0	1024.0	6.0
1082	1.0	1024.0	10.0	7.0
1083	1.0	3.0	1024.0	6.0
1084	1.0	1024.0	10.0	7.0
1085	1.0	3.0	1024.0	7.0
1086	1.0	1024.0	10.0	7.0
1087	1.0	3.0	1024.0	6.0
1088	1.0	1024.0	10.0	8.0
1089	1.0	3.0	1024.0	7.0
1090	1.0	1024.0	10.0	9.0
1091	1.0	3.0	1024.0	7.0
1092	1.0	1024.0	10.0	7.0
1093	1.0	3.0	1024.0	7.0
1094	1.0	1024.0	10.0	6.0
1095	1.0	4.0	1338.0	9.0
1096	1.0	1338.0	10.0	15.0
1097	1.0	4.0	1338.0	8.0
1098	1.0	1338.0	10.0	10.0
1099	1.0	4.0	1338.0	8.0
1100	1.0	1338.0	10.0	10.0
1101	1.0	4.0	1338.0	9.0
1102	1.0	1338.0	10.0	9.0
1103	1.0	4.0	1338.0	9.0
1104	1.0	1338.0	10.0	11.0
1105	1.0	4.0	1338.0	8.0
1106	1.0	1338.0	10.0	10.0
1107	1.0	4.0	1338.0	9.0
1108	1.0	1338.0	10.0	11.0
1109	1.0	4.0	1338.0	9.0
1110	1.0	1338.0	10.0	10.0
1111	1.0	4.0	1338.0	10.0
1112	1.0	1338.0	10.0	11.0
1113	1.0	4.0	1338.0	9.0
1114	1.0	1338.0	10.0	10.0
1115	1.0	4.0	1338.0	8.0
1116	1.0	1338.0	10.0	10.0
1117	1.0	4.0	1338.0	8.0
1118	1.0	1338.0	10.0	14.0
1119	1.0	4.0	1338.0	8.0
1120	1.0	1338.0	10.0	12.0
1121	1.0	4.0	1338.0	7.0
1122	1.0	1338.0	10.0	11.0
1123	1.0	4.0	1338.0	10.0
1124	1.0	1338.0	10.0	12.0
1125	1.0	75.0	1024.0	19.0
1126	1.0	1024.0	10.0	7.0
1127	1.0	75.0	1024.0	20.0
1128	1.0	1024.0	10.0	8.0
1129	1.0	75.0	1024.0	22.0
1130	1.0	1024.0	10.0	8.0
1131	1.0	75.0	1024.0	20.0
1132	1.0	1024.0	10.0	7.0
1133	1.0	75.0	1024.0	19.0
1134	1.0	1024.0	10.0	7.0
1135	1.0	75.0	1024.0	20.0
1136	1.0	1024.0	10.0	6.0
1137	1.0	75.0	1024.0	20.0
1138	1.0	1024.0	10.0	7.0
1139	1.0	75.0	1024.0	20.0
1140	1.0	1024.0	10.0	7.0
1141	1.0	75.0	1024.0	28.0
1142	1.0	1024.0	10.0	9.0
1143	1.0	75.0	1024.0	20.0
1144	1.0	1024.0	10.0	8.0
1145	1.0	75.0	1024.0	20.0
1146	1.0	1024.0	10.0	7.0
1147	1.0	75.0	1024.0	20.0
1148	1.0	1024.0	10.0	8.0
1149	1.0	75.0	1024.0	19.0
1150	1.0	1024.0	10.0	6.0
1151	1.0	75.0	1024.0	19.0
1152	1.0	1024.0	10.0	7.0
1153	1.0	75.0	1024.0	20.0
1154	1.0	1024.0	10.0	7.0
1155	1.0	2028.0	1024.0	130.0
1156	1.0	1024.0	10.0	12.0
1157	1.0	2028.0	1024.0	128.0
1158	1.0	1024.0	10.0	10.0
1159	1.0	2028.0	1024.0	146.0
1160	1.0	1024.0	10.0	13.0
1161	1.0	2028.0	1024.0	150.0
1162	1.0	1024.0	10.0	9.0
1163	1.0	2028.0	1024.0	164.0
1164	1.0	1024.0	10.0	10.0
1165	1.0	2028.0	1024.0	152.0
1166	1.0	1024.0	10.0	7.0
1167	1.0	2028.0	1024.0	137.0
1168	1.0	1024.0	10.0	11.0
1169	1.0	2028.0	1024.0	151.0
1170	1.0	1024.0	10.0	12.0
1171	1.0	2028.0	1024.0	131.0
1172	1.0	1024.0	10.0	8.0
1173	1.0	2028.0	1024.0	131.0
1174	1.0	1024.0	10.0	14.0
1175	1.0	2028.0	1024.0	132.0
1176	1.0	1024.0	10.0	13.0
1177	1.0	2028.0	1024.0	139.0
1178	1.0	1024.0	10.0	8.0
1179	1.0	2028.0	1024.0	162.0
1180	1.0	1024.0	10.0	11.0
1181	1.0	2028.0	1024.0	131.0
1182	1.0	1024.0	10.0	14.0
1183	1.0	2028.0	1024.0	127.0
1184	1.0	1024.0	10.0	12.0
1185	1.0	27.0	1024.0	12.0
1186	1.0	1024.0	10.0	7.0
1187	1.0	27.0	1024.0	13.0
1188	1.0	1024.0	10.0	10.0
1189	1.0	27.0	1024.0	11.0
1190	1.0	1024.0	10.0	7.0
1191	1.0	27.0	1024.0	11.0
1192	1.0	1024.0	10.0	7.0
1193	1.0	27.0	1024.0	15.0
1194	1.0	1024.0	10.0	8.0
1195	1.0	27.0	1024.0	12.0
1196	1.0	1024.0	10.0	7.0
1197	1.0	27.0	1024.0	11.0
1198	1.0	1024.0	10.0	6.0
1199	1.0	27.0	1024.0	11.0
1200	1.0	1024.0	10.0	7.0
1201	1.0	27.0	1024.0	12.0
1202	1.0	1024.0	10.0	7.0
1203	1.0	27.0	1024.0	10.0
1204	1.0	1024.0	10.0	7.0
1205	1.0	27.0	1024.0	12.0
1206	1.0	1024.0	10.0	8.0
1207	1.0	27.0	1024.0	13.0
1208	1.0	1024.0	10.0	8.0
1209	1.0	27.0	1024.0	10.0
1210	1.0	1024.0	10.0	6.0
1211	1.0	27.0	1024.0	12.0
1212	1.0	1024.0	10.0	7.0
1213	1.0	27.0	1024.0	17.0
1214	1.0	1024.0	10.0	9.0
1215	1.0	27.0	1024.0	17.0
1216	1.0	1024.0	10.0	8.0
1217	1.0	27.0	1024.0	12.0
1218	1.0	1024.0	10.0	6.0
1219	1.0	27.0	1024.0	12.0
1220	1.0	1024.0	10.0	7.0
1221	1.0	27.0	1024.0	12.0
1222	1.0	1024.0	10.0	7.0
1223	1.0	27.0	1024.0	12.0
1224	1.0	1024.0	10.0	7.0
1225	1.0	27.0	1024.0	18.0
1226	1.0	1024.0	10.0	9.0
1227	1.0	27.0	1024.0	12.0
1228	1.0	1024.0	10.0	7.0
1229	1.0	27.0	1024.0	13.0
1230	1.0	1024.0	10.0	7.0
1231	1.0	27.0	1024.0	13.0
1232	1.0	1024.0	10.0	7.0
1233	1.0	27.0	1024.0	13.0
1234	1.0	1024.0	10.0	7.0
1235	1.0	27.0	1024.0	12.0
1236	1.0	1024.0	10.0	7.0
1237	1.0	27.0	1024.0	14.0
1238	1.0	1024.0	10.0	7.0
1239	1.0	27.0	1024.0	12.0
1240	1.0	1024.0	10.0	8.0
1241	1.0	27.0	1024.0	13.0
1242	1.0	1024.0	10.0	7.0
1243	1.0	27.0	1024.0	11.0
1244	1.0	1024.0	10.0	7.0
1245	1.0	48.0	1024.0	15.0
1246	1.0	1024.0	10.0	7.0
1247	1.0	48.0	1024.0	14.0
1248	1.0	1024.0	10.0	7.0
1249	1.0	48.0	1024.0	15.0
1250	1.0	1024.0	10.0	8.0
1251	1.0	48.0	1024.0	15.0
1252	1.0	1024.0	10.0	8.0
1253	1.0	48.0	1024.0	14.0
1254	1.0	1024.0	10.0	6.0
1255	1.0	48.0	1024.0	15.0
1256	1.0	1024.0	10.0	7.0
1257	1.0	48.0	1024.0	15.0
1258	1.0	1024.0	10.0	7.0
1259	1.0	48.0	1024.0	14.0
1260	1.0	1024.0	10.0	7.0
1261	1.0	48.0	1024.0	15.0
1262	1.0	1024.0	10.0	9.0
1263	1.0	48.0	1024.0	16.0
1264	1.0	1024.0	10.0	9.0
1265	1.0	48.0	1024.0	15.0
1266	1.0	1024.0	10.0	6.0
1267	1.0	48.0	1024.0	17.0
1268	1.0	1024.0	10.0	8.0
1269	1.0	48.0	1024.0	15.0
1270	1.0	1024.0	10.0	7.0
1271	1.0	48.0	1024.0	16.0
1272	1.0	1024.0	10.0	8.0
1273	1.0	48.0	1024.0	16.0
1274	1.0	1024.0	10.0	7.0
1275	1.0	300.0	1024.0	40.0
1276	1.0	1024.0	10.0	8.0
1277	1.0	300.0	1024.0	38.0
1278	1.0	1024.0	10.0	9.0
1279	1.0	300.0	1024.0	47.0
1280	1.0	1024.0	10.0	7.0
1281	1.0	300.0	1024.0	38.0
1282	1.0	1024.0	10.0	8.0
1283	1.0	300.0	1024.0	38.0
1284	1.0	1024.0	10.0	8.0
1285	1.0	300.0	1024.0	38.0
1286	1.0	1024.0	10.0	7.0
1287	1.0	300.0	1024.0	46.0
1288	1.0	1024.0	10.0	8.0
1289	1.0	300.0	1024.0	36.0
1290	1.0	1024.0	10.0	6.0
1291	1.0	300.0	1024.0	37.0
1292	1.0	1024.0	10.0	8.0
1293	1.0	300.0	1024.0	37.0
1294	1.0	1024.0	10.0	15.0
1295	1.0	300.0	1024.0	39.0
1296	1.0	1024.0	10.0	9.0
1297	1.0	300.0	1024.0	56.0
1298	1.0	1024.0	10.0	7.0
1299	1.0	300.0	1024.0	36.0
1300	1.0	1024.0	10.0	7.0
1301	1.0	300.0	1024.0	36.0
1302	1.0	1024.0	10.0	5.0
1303	1.0	300.0	1024.0	37.0
1304	1.0	1024.0	10.0	7.0
1305	1.0	75.0	1024.0	18.0
1306	1.0	1024.0	10.0	6.0
1307	1.0	75.0	1024.0	19.0
1308	1.0	1024.0	10.0	7.0
1309	1.0	75.0	1024.0	19.0
1310	1.0	1024.0	10.0	7.0
1311	1.0	75.0	1024.0	19.0
1312	1.0	1024.0	10.0	7.0
1313	1.0	75.0	1024.0	19.0
1314	1.0	1024.0	10.0	7.0
1315	1.0	75.0	1024.0	20.0
1316	1.0	1024.0	10.0	8.0
1317	1.0	75.0	1024.0	20.0
1318	1.0	1024.0	10.0	7.0
1319	1.0	75.0	1024.0	19.0
1320	1.0	1024.0	10.0	7.0
1321	1.0	75.0	1024.0	19.0
1322	1.0	1024.0	10.0	6.0
1323	1.0	75.0	1024.0	20.0
1324	1.0	1024.0	10.0	7.0
1325	1.0	75.0	1024.0	20.0
1326	1.0	1024.0	10.0	7.0
1327	1.0	75.0	1024.0	18.0
1328	1.0	1024.0	10.0	7.0
1329	1.0	75.0	1024.0	19.0
1330	1.0	1024.0	10.0	7.0
1331	1.0	75.0	1024.0	20.0
1332	1.0	1024.0	10.0	7.0
1333	1.0	75.0	1024.0	20.0
1334	1.0	1024.0	10.0	7.0
